carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading
0.3,Premium,H,VVS1,4.26,4.21,2.65,62.6,60, Low  
0.31,Good,F,VS2,4.29,4.32,2.75,63.9,56, Low  
0.7,Premium,F,VVS2,5.66,5.62,3.53,62.6,59,Mid  
0.72,Ideal,J,VVS2,5.76,5.73,3.54,61.6,56,Mid  
1.1,Very Good,E,SI2,6.58,6.53,4.15,63.3,56,Mid  
0.53,Ideal,G,SI1,5.18,5.14,3.25,63,54,Mid  
0.6,Ideal,E,SI1,5.52,5.46,3.37,61.4,57,Mid  
1.5,Premium,G,VS2,7.38,7.34,4.41,59.9,58,High  
0.3,Ideal,H,IF,4.34,4.37,2.71,62.2,54, Low  
0.71,Ideal,J,VVS2,5.77,5.8,3.5,60.5,58,Mid  
0.31,Very Good,G,SI1,4.3,4.34,2.72,63,58, Low  
1,Ideal,H,SI1,6.49,6.44,3.97,61.4,55,Mid  
0.61,Good,D,SI1,5.54,5.57,3.28,59,57,Mid  
1,Fair,E,SI1,6.6,6.52,3.81,58.1,63,Mid  
0.72,Ideal,F,SI2,5.79,5.75,3.56,61.7,55,Mid  
0.32,Very Good,F,VS2,4.35,4.32,2.74,63.2,58, Low  
0.77,Ideal,G,VS2,5.87,5.9,3.63,61.7,55,Mid  
1.42,Ideal,I,VS2,7.28,7.38,4.43,60.4,55,High  
0.33,Ideal,D,VS2,4.42,4.47,2.76,62.1,56, Low  
1.53,Premium,H,SI1,7.34,7.31,4.57,62.4,60,High  
0.54,Good,E,SI1,5.25,5.3,3.16,59.9,63,Mid  
0.71,Ideal,G,VS2,5.72,5.68,3.56,62.5,57,Mid  
1.5,Fair,E,SI2,7.17,7.11,4.7,65.8,57,High  
0.4,Ideal,G,IF,4.7,4.73,2.91,61.7,57,Mid  
1.31,Ideal,H,SI2,7,6.97,4.35,62.3,56,Mid  
0.31,Very Good,F,SI1,4.34,4.37,2.64,60.6,60, Low  
1.15,Premium,G,VS2,6.68,6.71,4.19,62.6,58,Mid  
0.92,Premium,F,SI2,6.26,6.21,3.87,62.1,59,Mid  
0.3,Ideal,E,VS2,4.34,4.29,2.7,62.6,56, Low  
0.82,Ideal,H,VVS2,6.01,6.05,3.71,61.4,56,Mid  
0.5,Good,F,SI2,5.02,4.95,3.18,63.8,59,Mid  
0.81,Premium,G,SI1,5.87,5.81,3.68,63,60,Mid  
0.71,Premium,H,SI2,5.81,5.73,3.49,60.5,60,Mid  
1,Fair,G,VS2,6.26,6.2,4.02,64.5,58,Mid  
1.01,Very Good,I,SI1,6.34,6.37,4,62.9,58,Mid  
1.29,Very Good,H,VS1,7.01,7.04,4.27,60.8,58,High  
0.31,Good,G,IF,4.3,4.27,2.74,63.9,58, Low  
1.5,Premium,E,VS1,7.34,7.43,4.45,60.3,60,High  
0.51,Premium,D,VS2,5.16,5.12,3.14,61.1,59,Mid  
0.32,Very Good,H,SI1,4.38,4.36,2.77,63.4,55, Low  
0.29,Ideal,E,VVS2,4.22,4.24,2.62,61.9,56, Low  
0.71,Premium,F,VS2,5.79,5.76,3.51,60.8,58,Mid  
1.02,Premium,G,SI2,6.4,6.38,4.02,62.9,59,Mid  
1.15,Ideal,J,VS1,6.81,6.76,4.17,61.5,55,Mid  
0.35,Ideal,F,VVS1,4.57,4.6,2.78,60.6,57, Low  
0.31,Ideal,I,VS2,4.35,4.41,2.69,61.4,55, Low  
1.35,Premium,J,SI1,7.13,7.1,4.35,61.1,61,Mid  
0.41,Premium,G,SI1,4.75,4.78,2.98,62.5,58, Low  
0.37,Ideal,E,VS2,4.56,4.59,2.85,62.3,56, Low  
0.86,Very Good,J,SI2,6.05,5.97,3.79,63.2,61,Mid  
0.75,Premium,H,SI2,5.79,5.73,3.59,62.3,57,Mid  
1.08,Ideal,G,VS2,6.53,6.57,4.08,62.3,57,High  
1.2,Good,I,SI1,6.66,6.72,4.17,62.3,58,Mid  
0.53,Ideal,I,VVS1,5.17,5.21,3.23,62.2,53,Mid  
0.55,Ideal,H,SI1,5.24,5.28,3.27,62.2,54,Mid  
1.21,Good,J,VS2,6.89,6.79,4.17,61,64,Mid  
1.07,Premium,G,VS2,6.71,6.64,4.04,60.5,56,Mid  
0.43,Ideal,J,SI1,4.88,4.84,3.01,61.9,54, Low  
0.73,Fair,D,SI2,5.64,5.54,3.66,65.5,60,Mid  
1.01,Ideal,H,VS2,6.54,6.49,3.95,60.6,57,Mid  
0.38,Ideal,G,VVS2,4.65,4.67,2.9,62.3,53.6, Low  
0.25,Very Good,G,VVS1,4.04,4.07,2.49,61.4,56, Low  
0.33,Ideal,D,VVS2,4.46,4.44,2.72,61.1,56,Mid  
0.56,Ideal,D,VS2,5.28,5.26,3.28,62.2,56,Mid  
1.63,Ideal,J,VS1,7.53,7.58,4.67,61.8,56,High  
1.58,Premium,E,VS2,7.53,7.54,4.53,60.1,60,High  
1.1,Ideal,H,SI2,6.65,6.63,4.11,61.9,56,Mid  
0.71,Premium,D,SI2,5.69,5.64,3.56,62.8,57,Mid  
1.02,Premium,F,VS2,6.45,6.4,4.01,62.4,59,High  
1,Premium,H,VS1,6.4,6.31,3.93,61.8,61,Mid  
0.77,Premium,E,VS2,5.98,5.92,3.6,60.5,59,Mid  
1.25,Very Good,H,VS2,6.87,6.82,4.33,63.3,57,High  
1.12,Fair,G,VS1,6.48,6.52,4.21,64.8,56,Mid  
1.25,Ideal,G,IF,6.99,7.03,4.22,60.2,54,High  
0.66,Very Good,E,VS2,5.47,5.55,3.48,63.3,56.3,Mid  
2.29,Premium,I,VS2,8.5,8.47,5.16,60.8,60,High  
0.78,Ideal,I,VS2,5.98,6.02,3.59,59.8,58,Mid  
0.32,Very Good,J,VS2,4.37,4.4,2.76,62.9,56, Low  
0.9,Good,G,SI1,6.08,6.1,3.78,62.2,62.5,Mid  
0.71,Very Good,E,SI1,5.74,5.76,3.55,61.7,61,Mid  
0.9,Ideal,F,VS2,6.21,6.16,3.81,61.6,57,Mid  
2.01,Premium,E,SI2,8.1,8.04,5,62,61,High  
0.6,Ideal,D,SI1,5.39,5.51,3.33,61.1,57,Mid  
2.04,Ideal,I,SI1,8.18,8.21,5,61,57,High  
1.31,Very Good,J,SI1,6.98,7.02,4.36,62.3,55,Mid  
0.32,Ideal,I,VS2,4.38,4.43,2.7,61.3,56, Low  
1.31,Premium,G,VS2,7.08,7.12,4.28,60.3,59,High  
1.05,Premium,F,VS2,6.5,6.47,4.06,62.6,58,High  
0.31,Fair,E,VS2,4.61,4.51,2.47,54.2,63, Low  
0.79,Premium,F,VS2,5.95,5.97,3.62,60.7,60,Mid  
1.01,Premium,E,VS2,6.36,6.41,3.97,62.2,58,High  
0.51,Ideal,H,VS2,5.13,5.18,3.18,61.7,56,Mid  
2.01,Ideal,I,SI1,8.13,8.19,5.01,61.4,57,High  
1.12,Ideal,I,VS2,6.74,6.77,4.13,61.2,54,Mid  
1.1,Premium,D,SI2,6.6,6.57,4.11,62.4,58,Mid  
0.3,Ideal,F,SI1,4.27,4.31,2.68,62.5,57, Low  
0.74,Ideal,E,SI2,5.92,5.97,3.52,59.2,59,Mid  
0.58,Ideal,G,VS1,5.32,5.35,3.31,62,57,Mid  
1,Ideal,E,SI1,6.32,6.4,4.01,62.8,54.2,Mid  
0.5,Good,D,VS2,5.05,5.1,3.22,63.4,56,Mid  
0.6,Ideal,D,VS2,5.53,5.49,3.33,60.4,57,Mid  
0.81,Ideal,F,SI1,5.98,6.01,3.71,61.9,57,Mid  
0.5,Premium,D,SI1,5.1,5.07,3.16,62.1,58,Mid  
0.9,Premium,I,VS1,6.18,6.13,3.83,62.2,58,Mid  
0.3,Very Good,G,SI1,4.32,4.37,2.6,59.8,57, Low  
0.98,Fair,E,SI2,6.82,6.74,3.61,53.3,67,Mid  
1,Fair,I,SI1,6.58,6.55,3.7,56.4,61,Mid  
1.51,Very Good,G,SI1,7.42,7.45,4.43,59.6,60,High  
0.94,Very Good,D,SI1,6.41,6.51,3.77,58.4,58,Mid  
0.53,Ideal,E,VS2,5.19,5.22,3.22,61.9,55,Mid  
0.85,Ideal,E,SI2,6.06,6.01,3.79,62.8,57,Mid  
1.09,Premium,I,SI2,6.63,6.57,4.11,62.3,62,Mid  
1.29,Ideal,E,SI2,6.94,6.88,4.34,62.8,57,Mid  
0.9,Premium,I,VS1,6.2,6.15,3.78,61.2,61,Mid  
0.52,Ideal,E,VS2,5.18,5.2,3.17,61.1,57,Mid  
0.32,Premium,F,VS2,4.41,4.38,2.68,61,61, Low  
0.4,Ideal,G,VS2,4.7,4.67,2.94,62.8,54, Low  
1.7,Premium,J,SI2,7.59,7.53,4.76,63,60,High  
1,Very Good,I,SI1,6.3,6.35,3.99,63.1,58,Mid  
0.32,Premium,H,VS1,4.47,4.43,2.68,60.2,58, Low  
0.41,Ideal,F,VVS2,4.72,4.75,2.96,62.5,56,Mid  
1.31,Premium,G,SI1,7.02,6.97,4.35,62.2,56,High  
1,Very Good,E,VS2,6.37,6.32,4.03,63.5,56,Mid  
1.02,Good,H,SI2,6.44,6.49,3.97,61.4,60,Mid  
1.05,Ideal,F,SI2,6.64,6.56,4.02,60.9,56,Mid  
0.56,Premium,G,VS1,5.26,5.3,3.23,61.2,60,Mid  
1.17,Very Good,D,VS1,6.79,6.86,4.13,60.5,57,High  
0.57,Ideal,D,VS2,5.29,5.32,3.28,61.8,57,Mid  
2.25,Fair,H,I1,8.01,7.97,5.41,67.7,58,Mid  
0.5,Good,D,SI1,5.05,5.09,3.22,63.5,57,Mid  
0.71,Premium,G,SI2,5.77,5.71,3.56,62,55,Mid  
0.62,Ideal,H,VVS2,5.46,5.48,3.39,62,56,Mid  
0.62,Premium,H,VVS1,5.49,5.46,3.39,61.9,58,Mid  
0.3,Good,G,VVS2,4.24,4.27,2.69,63.2,57, Low  
0.41,Premium,E,VS1,4.76,4.82,2.91,60.8,59,Mid  
0.32,Ideal,G,VS1,4.43,4.5,2.75,61.6,55, Low  
0.91,Very Good,E,SI2,6.15,6.09,3.88,63.4,58,Mid  
0.46,Ideal,I,IF,4.94,4.97,3.08,62.2,55,Mid  
0.58,Ideal,F,SI2,5.35,5.32,3.31,62,57,Mid  
0.9,Premium,D,SI2,6.28,6.24,3.68,58.8,59,Mid  
1.01,Very Good,H,SI1,6.4,6.47,3.98,61.8,61,Mid  
2.2,Premium,G,SI1,8.49,8.42,5.11,60.5,55,High  
0.6,Ideal,G,VS1,5.39,5.41,3.31,61.3,60,Mid  
2.08,Premium,I,SI1,8.26,8.22,4.97,60.3,59,High  
0.3,Ideal,F,SI1,4.34,4.37,2.64,60.6,57, Low  
0.78,Very Good,F,SI1,5.83,5.86,3.65,62.4,58,Mid  
1.09,Ideal,D,SI2,6.55,6.6,4.1,62.4,57,Mid  
0.33,Ideal,F,VVS1,4.47,4.44,2.78,62.4,55,Mid  
0.54,Ideal,H,VVS1,5.21,5.25,3.2,61.2,57,Mid  
0.33,Ideal,G,VS1,4.47,4.42,2.76,62.1,54, Low  
1.22,Ideal,H,VVS2,6.83,6.87,4.23,61.7,56,High  
0.24,Ideal,G,IF,3.99,4.02,2.46,61.6,57, Low  
0.9,Very Good,D,VS2,6.16,6.09,3.89,63.5,61,Mid  
0.4,Ideal,F,VS2,4.71,4.72,2.95,62.6,56, Low  
1,Premium,F,SI1,6.36,6.32,3.89,61.4,62,Mid  
1,Ideal,E,SI1,6.45,6.43,3.97,61.6,55,Mid  
1,Ideal,D,SI1,6.42,6.34,3.99,62.5,55,Mid  
1,Good,D,VVS2,6.42,6.46,3.88,60.2,62,High  
0.3,Premium,D,SI1,4.29,4.24,2.67,62.6,56, Low  
0.9,Ideal,D,VS2,6.2,6.26,3.81,61.2,56,High  
1.16,Premium,I,VS2,6.69,6.65,4.16,62.4,58,Mid  
0.35,Premium,E,VS1,4.58,4.55,2.78,60.8,58,Mid  
0.41,Ideal,D,SI1,4.7,4.76,2.94,62.2,57, Low  
0.71,Ideal,G,SI1,5.75,5.79,3.55,61.5,55,Mid  
0.7,Very Good,I,VS2,5.79,5.82,3.49,60.1,57,Mid  
0.32,Ideal,G,IF,4.41,4.43,2.73,61.8,55, Low  
2.28,Very Good,H,SI2,8.36,8.29,5.27,63.3,54,High  
0.7,Ideal,F,SI1,5.67,5.7,3.51,61.7,58,Mid  
0.54,Premium,D,SI1,5.21,5.12,3.23,62.6,57,Mid  
1.3,Ideal,H,SI1,7.03,6.98,4.36,62.2,56,High  
1.06,Ideal,E,VS2,6.54,6.57,4.02,61.3,57,High  
1.21,Ideal,H,VS1,6.83,6.86,4.27,62.4,53,High  
0.31,Good,E,SI1,4.31,4.29,2.74,63.7,57, Low  
0.33,Ideal,F,VS2,4.45,4.48,2.75,61.6,55, Low  
0.9,Ideal,H,VS2,6.15,6.18,3.85,62.4,56,Mid  
0.41,Ideal,D,SI2,4.83,4.78,2.93,61,56, Low  
1.52,Premium,H,VS1,7.46,7.39,4.5,60.6,58,High  
0.42,Very Good,E,SI1,4.8,4.83,3.01,62.5,55, Low  
2.07,Premium,I,VS2,8.18,8.2,5.01,61.2,58,High  
1,Good,H,SI1,6.32,6.36,3.88,61.2,62,Mid  
1.09,Ideal,H,SI1,6.59,6.56,4.09,62.2,56,Mid  
1.16,Very Good,G,SI1,6.74,6.87,4.13,60.7,59,Mid  
0.91,Ideal,F,SI2,6.27,6.2,3.85,61.7,55,Mid  
2.1,Ideal,H,SI2,8.17,8.13,5.14,63.1,55,High  
0.3,Premium,E,VS1,4.31,4.33,2.67,61.8,58, Low  
0.32,Premium,G,VS2,4.53,4.51,2.64,58.4,57, Low  
0.37,Ideal,I,IF,4.65,4.67,2.86,61.4,55, Low  
1.01,Premium,F,VS2,6.54,6.51,3.86,59.2,60,Mid  
0.24,Ideal,H,IF,3.99,4.03,2.47,61.8,54, Low  
0.7,Very Good,F,VS2,5.66,5.73,3.58,62.9,56,Mid  
0.91,Premium,H,VS2,6.23,6.18,3.84,61.9,59,Mid  
0.74,Ideal,I,SI1,5.83,5.84,3.62,62,53,Mid  
0.3,Ideal,H,VVS2,4.36,4.32,2.65,61.1,55, Low  
1.01,Very Good,G,SI1,6.29,6.4,4.02,63.4,58,Mid  
0.9,Ideal,F,SI1,6.21,6.24,3.85,61.8,58,Mid  
0.55,Ideal,G,VS2,5.23,5.25,3.27,62.4,56,Mid  
0.5,Ideal,G,VVS1,5.09,5.11,3.17,62.2,55,Mid  
0.32,Ideal,F,VVS1,4.42,4.45,2.71,61.1,56, Low  
2.02,Premium,I,VS2,8.2,8.25,4.9,59.6,60,High  
1.51,Ideal,H,VS1,7.28,7.34,4.57,62.5,54,High  
1.11,Premium,J,SI1,6.89,6.77,4.07,59.5,58,Mid  
0.9,Premium,G,VS2,6.06,6.02,3.8,62.9,62,Mid  
0.91,Good,E,I1,6.35,6.3,3.65,57.7,63,Mid  
0.47,Ideal,F,VVS1,5,5.02,3.09,61.6,56,Mid  
0.53,Good,D,SI2,5.14,5.1,3.27,63.9,55,Mid  
0.32,Ideal,F,VS2,4.43,4.4,2.72,61.6,55, Low  
2.04,Ideal,H,SI2,8.15,8.18,5.02,61.5,57,High  
1.11,Premium,E,VS1,6.69,6.65,4.08,61.2,58,High  
2.03,Fair,H,SI1,7.91,7.88,5.16,65.4,58,High  
0.53,Ideal,H,VVS1,5.16,5.2,3.22,62.2,56,Mid  
1.7,Premium,G,VS2,7.67,7.63,4.7,61.4,58,High  
1.02,Very Good,D,SI2,6.41,6.37,4.05,63.4,59,Mid  
0.9,Very Good,H,VS2,6.07,6.16,3.83,62.6,59,Mid  
2.41,Premium,H,SI2,8.85,8.76,5.17,58.7,61,High  
1.12,Ideal,D,VS1,6.68,6.75,4.1,61.1,57,High  
0.5,Very Good,E,VS2,5.02,5.08,3.17,62.8,60,Mid  
0.41,Ideal,F,SI1,4.78,4.8,2.95,61.6,57, Low  
0.42,Ideal,E,SI1,4.76,4.8,2.98,62.3,57, Low  
0.7,Premium,D,SI1,5.79,5.74,3.45,59.8,57,Mid  
1.01,Fair,H,SI1,6.22,6.17,3.99,64.4,59,Mid  
0.31,Ideal,G,VVS1,4.34,4.39,2.71,62.1,55, Low  
0.32,Good,F,VS2,4.37,4.34,2.77,63.6,57, Low  
1.63,Premium,G,SI2,7.57,7.54,4.72,62.5,57,High  
0.31,Premium,I,VS1,4.45,4.4,2.62,59.2,60, Low  
0.51,Premium,E,SI2,5.13,5.09,3.17,62,57,Mid  
0.7,Very Good,I,VS1,5.63,5.58,3.54,63.2,55,Mid  
1.11,Ideal,F,VS2,6.65,6.67,4.11,61.7,55,High  
0.51,Premium,G,SI2,5.14,5.07,3.06,59.9,60,Mid  
0.33,Ideal,E,VS2,4.46,4.44,2.74,61.6,57, Low  
1.01,Premium,I,SI1,6.43,6.36,4.01,62.7,59,Mid  
1.51,Ideal,H,IF,7.26,7.38,4.59,62.7,56,High  
0.51,Ideal,D,VS2,5.14,5.11,3.2,62.4,55,Mid  
1.34,Ideal,H,SI1,7.05,7.08,4.41,62.4,54,High  
0.76,Ideal,E,SI1,5.84,5.87,3.62,61.8,57,Mid  
0.97,Fair,G,I1,6.59,6.36,3.72,57.2,60,Mid  
1.05,Very Good,F,IF,6.66,6.73,4,59.7,55,High  
1.03,Ideal,H,VVS2,6.43,6.49,4.03,62.2,55,Mid  
1.02,Ideal,H,SI2,6.51,6.47,4.01,61.8,55,Mid  
1.7,Premium,I,VS2,7.62,7.55,4.64,61.2,59,High  
1.68,Ideal,E,SI2,7.7,7.79,4.68,60.4,55,High  
0.45,Very Good,G,VS1,4.99,5.03,3,60,57.1,Mid  
0.35,Ideal,H,IF,4.56,4.59,2.77,60.5,56, Low  
1.56,Very Good,I,VS2,7.53,7.58,4.51,59.7,60,High  
0.52,Ideal,G,VS1,5.18,5.22,3.2,61.6,56,Mid  
0.67,Premium,F,SI1,5.65,5.63,3.46,61.3,59,Mid  
0.32,Premium,F,VS2,4.37,4.4,2.69,61.3,60, Low  
1.56,Good,J,VS2,7.62,7.6,4.38,57.6,65,High  
0.72,Ideal,H,VVS2,5.77,5.8,3.57,61.7,55,Mid  
2.02,Very Good,E,SI1,8.11,8.2,4.88,59.8,59,High  
0.4,Ideal,E,VVS2,4.74,4.79,2.93,61.5,56,Mid  
1.6,Premium,I,SI1,7.56,7.61,4.57,60.3,59,High  
1.06,Ideal,I,VS1,6.55,6.58,4.07,62,55,Mid  
0.3,Ideal,F,VVS1,4.26,4.29,2.65,62,58, Low  
1.02,Premium,G,SI2,6.42,6.34,3.99,62.5,58,Mid  
1.01,Good,E,SI1,6.37,6.42,4.05,63.3,55,Mid  
0.54,Ideal,E,SI1,5.3,5.28,3.2,60.5,57,Mid  
1.23,Ideal,H,VS1,6.87,6.89,4.27,62.1,54,High  
0.46,Ideal,G,IF,4.97,5,3.07,61.6,54,Mid  
1.09,Ideal,F,SI1,6.59,6.61,4.09,62,56,Mid  
0.24,Ideal,D,VS1,3.92,4,2.48,62.6,57, Low  
1.23,Ideal,D,SI2,6.81,6.87,4.27,62.4,56,Mid  
1.5,Ideal,H,VS1,7.29,7.34,4.57,62.4,56,High  
0.72,Ideal,D,VS2,5.77,5.89,3.55,60.9,55,Mid  
0.54,Ideal,F,VS2,5.31,5.28,3.18,60.1,56,Mid  
0.83,Ideal,E,SI2,6.06,6.13,3.72,61,57,Mid  
0.5,Ideal,J,VS2,5.1,5.14,3.17,61.9,54,Mid  
0.3,Very Good,F,VS2,4.29,4.33,2.71,62.9,57, Low  
0.41,Ideal,I,VVS1,4.85,4.8,2.96,61.3,56,Mid  
1.34,Very Good,G,SI2,6.98,6.95,4.4,63.2,57,Mid  
1.07,Ideal,H,VVS2,6.6,6.62,4.05,61.3,57,High  
0.56,Ideal,D,IF,5.24,5.28,3.28,62.4,56,Mid  
0.59,Premium,H,VVS1,5.36,5.38,3.33,62,58,Mid  
1.37,Ideal,G,VVS1,7.12,7.07,4.44,62.6,55,High  
1.51,Ideal,H,VS2,7.29,7.33,4.55,62.2,57,High  
0.61,Very Good,F,SI2,5.38,5.45,3.4,62.9,56.6,Mid  
0.39,Premium,D,VS2,4.72,4.7,2.89,61.4,60,Mid  
0.32,Premium,F,VS2,4.4,4.44,2.68,60.6,59, Low  
0.42,Ideal,E,VVS2,4.81,4.76,2.98,62.3,55,Mid  
0.39,Good,F,VS2,4.63,4.66,2.94,63.3,55, Low  
1.01,Very Good,F,VVS2,6.4,6.46,3.9,60.7,59,High  
2.21,Premium,H,SI2,8.35,8.33,5.11,61.3,60,High  
1.01,Premium,E,SI2,6.49,6.46,3.91,60.4,60,Mid  
0.77,Ideal,J,SI1,5.87,5.93,3.63,61.6,55,Mid  
1.01,Good,F,VS2,6.52,6.49,3.94,60.6,62,Mid  
0.9,Premium,E,VS2,6.15,6.07,3.85,63,57,Mid  
0.28,Premium,H,VVS1,4.28,4.23,2.55,59.9,62, Low  
0.9,Premium,G,SI1,6.14,6.07,3.8,62.2,60,Mid  
2.01,Good,H,SI1,8.31,8.36,4.73,56.7,58,High  
2.01,Ideal,I,SI2,8.1,8.16,5,61.5,56,High  
0.34,Ideal,E,VS1,4.46,4.49,2.81,62.8,56, Low  
1.01,Very Good,G,VS2,6.34,6.38,3.94,61.9,59,Mid  
0.71,Ideal,F,VS1,5.66,5.72,3.53,61.9,56,Mid  
1.21,Fair,H,VS2,6.7,6.66,4.31,64.5,56,Mid  
0.44,Very Good,E,VVS2,4.98,4.99,2.97,59.6,59,Mid  
0.23,Very Good,F,IF,4,4.03,2.39,59.5,58, Low  
0.5,Good,F,VS2,5,5.03,3.17,63.2,58,Mid  
1.12,Ideal,E,VS1,6.7,6.72,4.11,61.3,56,High  
0.51,Good,G,VS2,5.1,5.07,3.25,63.9,56,Mid  
0.3,Ideal,E,VS2,4.25,4.31,2.66,62.1,56, Low  
0.23,Very Good,G,VVS2,4.09,4.03,2.36,58.1,59, Low  
1.24,Premium,E,SI2,6.97,6.89,4.19,60.5,62,Mid  
0.51,Good,F,SI1,5.08,5.04,3.23,63.8,56,Mid  
0.24,Very Good,E,VVS2,4.03,4.05,2.46,60.9,58, Low  
0.31,Ideal,F,VS2,4.34,4.3,2.71,62.7,57, Low  
0.73,Premium,I,VS1,5.78,5.72,3.55,61.8,62,Mid  
0.58,Ideal,G,VS2,5.45,5.42,3.32,61.1,55,Mid  
0.4,Premium,G,VVS1,4.8,4.76,2.91,60.9,57,Mid  
0.9,Good,G,SI2,6.11,6.16,3.79,61.8,56,Mid  
0.9,Ideal,H,VS1,6.16,6.18,3.84,62.2,56,Mid  
1.33,Premium,G,VS2,7.02,6.97,4.36,62.3,59,High  
0.3,Premium,E,VS2,4.37,4.41,2.6,59.2,59, Low  
0.3,Very Good,H,VS1,4.32,4.37,2.69,61.9,55, Low  
1.4,Ideal,H,SI2,7.18,7.23,4.41,61.2,56,High  
0.36,Ideal,D,SI1,4.58,4.53,2.83,62.1,56, Low  
0.35,Premium,I,VS1,4.59,4.53,2.77,60.7,62, Low  
0.8,Ideal,H,VS2,5.91,5.87,3.7,62.8,57,Mid  
0.35,Premium,F,VS2,4.51,4.55,2.81,62,59, Low  
0.31,Ideal,D,SI1,4.49,4.37,2.71,61.2,55, Low  
0.5,Good,D,SI1,5.01,4.94,3.17,63.7,57,Mid  
0.7,Ideal,E,SI1,5.71,5.68,3.52,61.8,57,Mid  
2.19,Ideal,I,SI2,8.31,8.24,5.18,62.5,56,High  
1.11,Very Good,G,SI1,6.62,6.67,4.01,60.3,60,Mid  
1.01,Good,G,SI1,6.41,6.28,4.03,63.5,64,Mid  
1.55,Ideal,E,SI1,7.4,7.36,4.54,61.5,56,High  
0.31,Ideal,E,VS1,4.37,4.4,2.69,61.3,54, Low  
0.51,Ideal,G,VS2,5.17,5.2,3.16,61,56,Mid  
0.9,Good,G,SI1,6.08,6.05,3.87,63.8,59,Mid  
0.53,Ideal,E,SI1,5.2,5.24,3.23,61.9,55,Mid  
0.58,Ideal,E,VS2,5.37,5.33,3.31,61.9,57,Mid  
1.5,Very Good,E,VS2,7.4,7.48,4.42,59.4,62,High  
0.32,Ideal,G,VS1,4.43,4.46,2.7,60.7,56, Low  
1.23,Ideal,I,VVS1,6.83,6.9,4.26,62.1,57,High  
2.28,Ideal,J,SI1,8.5,8.43,5.21,61.6,57,High  
0.54,Ideal,F,VS1,5.21,5.26,3.19,60.9,57,Mid  
2.01,Very Good,H,SI2,7.96,7.88,5,63.1,59,High  
1.51,Premium,H,IF,7.41,7.44,4.47,60.2,60,High  
1,Premium,J,SI2,6.45,6.34,3.98,62.3,58,Mid  
1.06,Premium,I,SI2,6.7,6.65,3.9,58.4,58,Mid  
0.72,Ideal,E,SI1,5.7,5.75,3.55,62,57,Mid  
0.45,Good,G,VVS1,4.86,4.82,3.1,64,57,Mid  
0.43,Premium,D,SI1,4.79,4.82,3,62.4,60, Low  
1.7,Very Good,I,SI1,7.51,7.46,4.72,63.1,57,High  
1.2,Premium,H,SI1,6.8,6.74,4.26,62.9,56,Mid  
1.01,Good,D,SI2,6.18,6.26,4.01,64.5,58,Mid  
2,Ideal,H,SI1,7.9,7.79,5.11,65,61,High  
0.24,Very Good,E,VVS1,4.07,4.1,2.44,59.7,58, Low  
1.12,Premium,J,VS2,6.85,6.81,4,58.6,58,Mid  
0.41,Ideal,F,SI1,4.78,4.8,2.98,62.2,54, Low  
1.58,Ideal,I,SI2,7.48,7.55,4.58,60.9,59,High  
0.74,Premium,D,SI1,5.95,5.88,3.52,59.5,60,Mid  
0.38,Ideal,D,VS1,4.68,4.72,2.88,61.3,56, Low  
0.91,Premium,H,VS2,6.19,6.09,3.84,62.5,59,Mid  
0.74,Very Good,F,SI2,5.85,6,3.53,59.6,60,Mid  
0.3,Premium,D,SI1,4.25,4.22,2.64,62.3,59, Low  
0.55,Ideal,E,SI1,5.28,5.23,3.27,62.4,58,Mid  
1.41,Ideal,G,VS1,7.22,7.31,4.39,60.4,57,High  
0.33,Premium,I,VS2,4.41,4.46,2.75,62,60, Low  
0.37,Ideal,G,VS2,4.6,4.61,2.88,62.5,53, Low  
0.56,Ideal,F,VS2,5.3,5.34,3.29,61.8,55,Mid  
0.91,Very Good,F,SI2,6.1,6.16,3.83,62.5,58,Mid  
0.32,Ideal,F,VS2,4.37,4.35,2.72,62.4,56, Low  
0.57,Very Good,H,VS2,5.34,5.37,3.3,61.7,54.8,Mid  
1.16,Premium,G,SI1,6.7,6.66,4.21,63,58,Mid  
0.26,Premium,H,VVS1,4.11,4.08,2.56,62.5,58, Low  
1,Very Good,E,VVS2,6.5,6.57,3.86,59.1,58,High  
1,Good,G,VS1,6.23,6.29,4.02,64.2,61,Mid  
0.3,Good,H,VVS2,4.21,4.24,2.68,63.4,57, Low  
1.25,Very Good,F,IF,6.96,7.03,4.22,60.3,58,High  
0.66,Good,F,VS2,5.5,5.46,3.51,64.1,56,Mid  
0.25,Ideal,H,VS1,4.04,4.08,2.54,62.6,53, Low  
1.21,Premium,I,SI2,6.94,6.91,4.15,59.9,58,Mid  
1,Fair,H,SI1,6.03,5.95,4.05,67.6,59,Mid  
0.3,Premium,G,SI2,4.31,4.27,2.68,62.5,59, Low  
0.31,Very Good,G,SI1,4.32,4.38,2.73,62.8,55, Low  
1.02,Premium,F,SI2,6.56,6.59,3.94,59.9,59,Mid  
1.21,Good,E,SI1,6.65,6.59,4.25,64.2,58,High  
1.06,Premium,G,SI2,6.53,6.52,4.04,61.9,60,Mid  
0.41,Premium,G,VS2,4.73,4.77,2.94,61.9,59, Low  
1.24,Premium,F,VS1,6.99,7.02,4.21,60.1,59,High  
0.29,Very Good,F,VVS2,4.28,4.31,2.61,60.8,63, Low  
0.38,Ideal,F,IF,4.64,4.69,2.9,62.2,54,Mid  
